movieId,title,genres,genre_ids
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,"[35, 18, 10749]"
3211,A Cry in the Dark (1988),Drama,[18]
3213,Batman: Mask of the Phantasm (1993),Animation|Children,[16]
3214,American Flyers (1985),Drama,[18]
3217,A Star Is Born (1937),Drama,[18]
3219,Pacific Heights (1990),Mystery|Thriller,"[9648, 53]"
3221,The Draughtsman's Contract (1982),Drama,[18]
3223,A Zed & Two Noughts (1985),Drama,[18]
3224,Woman in the Dunes (Suna no onna) (1964),Drama,[18]
3225,Down to You (2000),Comedy|Romance,"[35, 10749]"
3230,The Odessa File (1974),Thriller,[53]
3235,Where the Buffalo Roam (1980),Comedy,[35]
3238,Eye of the Beholder (1999),Thriller,[53]
3240,The Big Tease (1999),Comedy,[35]
3241,The (Phörpa) Cup (1999),Comedy,[35]
3243,Encino Man (1992),Comedy,[35]
3244,The Goodbye Girl (1977),Comedy|Romance,"[35, 10749]"
3246,Malcolm X (1992),Drama,[18]
3247,Sister Act (1992),Comedy|Crime,"[35, 80]"
3248,Sister Act 2: Back in the Habit (1993),Comedy,[35]
3249,The Hand That Rocks the Cradle (1992),Drama|Thriller,"[18, 53]"
3250,Alive (1993),Drama,[18]
3251,Agnes of God (1985),Drama|Mystery,"[18, 9648]"
3252,Scent of a Woman (1992),Drama,[18]
3253,Wayne's World (1992),Comedy,[35]
3254,Wayne's World 2 (1993),Comedy,[35]
3255,A League of Their Own (1992),Comedy|Drama,"[35, 18]"
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
3257,The Bodyguard (1992),Drama|Romance|Thriller,"[18, 10749, 53]"
3258,Death Becomes Her (1992),Comedy|Fantasy,"[35, 14]"
3259,Far and Away (1992),Adventure|Drama|Romance,"[12, 18, 10749]"
3260,Howards End (1992),Drama,[18]
3261,Singles (1992),Comedy|Drama|Romance,"[35, 18, 10749]"
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,"[80, 18, 9648, 53]"
3263,White Men Can't Jump (1992),Comedy|Drama,"[35, 18]"
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,"[28, 35, 27]"
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,"[35, 80, 18, 53]"
3267,El Mariachi (1992),Action|Crime|Thriller|Western,"[28, 80, 53, 37]"
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,"[28, 35]"
3269,Forever Young (1992),Drama|Romance|Sci-Fi,"[18, 10749]"
3270,The Cutting Edge (1992),Comedy|Drama|Romance,"[35, 18, 10749]"
3271,Of Mice and Men (1992),Drama,[18]
3272,Bad Lieutenant (1992),Crime|Drama,"[80, 18]"
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,"[35, 27, 9648, 53]"
3274,Single White Female (1992),Drama|Thriller,"[18, 53]"
3275,The Boondock Saints (2000),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
3276,Gun Shy (2000),Comedy,[35]
3280,The Baby (1973),Horror,[27]
3281,The Brandon Teena Story (1998),Documentary,[99]
3283,Minnie and Moskowitz (1971),Action,[28]
3284,They Might Be Giants (1971),Comedy|Mystery|Romance,"[35, 9648, 10749]"
3285,The Beach (2000),Adventure|Drama,"[12, 18]"
3286,Snow Day (2000),Comedy,[35]
3287,The Tigger Movie (2000),Animation|Children,[16]
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,[18]
3294,Eaten Alive (1977),Horror,[27]
3295,Raining Stones (1993),Drama,[18]
3296,To Sir with Love (1967),Drama,[18]
3298,Boiler Room (2000),Crime|Drama|Thriller,"[80, 18, 53]"
3299,Hanging Up (2000),Comedy|Drama,"[35, 18]"
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,"[27, 53]"
3301,The Whole Nine Yards (2000),Comedy|Crime,"[35, 80]"
3302,Beautiful People (1999),Comedy,[35]
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary,[99]
3306,The Circus (1928),Comedy,[35]
3307,City Lights (1931),Comedy|Drama|Romance,"[35, 18, 10749]"
3308,The Flamingo Kid (1984),Comedy|Drama,"[35, 18]"
3310,The Kid (1921),Comedy|Drama,"[35, 18]"
3313,Class Reunion (1982),Comedy,[35]
3315,Happy Go Lovely (1951),Musical,[]
3316,Reindeer Games (2000),Action|Thriller,"[28, 53]"
3317,Wonder Boys (2000),Comedy|Drama,"[35, 18]"
3323,Chain of Fools (2000),Comedy|Crime,"[35, 80]"
3324,Drowning Mona (2000),Comedy,[35]
3325,The Next Best Thing (2000),Comedy|Drama,"[35, 18]"
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,[35]
3327,Beyond the Mat (1999),Documentary,[99]
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,"[80, 18]"
3329,The Year My Voice Broke (1987),Drama|Romance,"[18, 10749]"
3330,Splendor in the Grass (1961),Drama|Romance,"[18, 10749]"
3331,My Tutor (1983),Drama,[18]
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,"[80, 18, 53]"
3338,For All Mankind (1989),Documentary,[99]
3341,Born Yesterday (1950),Comedy,[35]
3342,Birdy (1984),Drama|War,"[18, 10752]"
3344,Blood Feast (1963),Horror,[27]
3345,the Lonesome Cougar Charlie (1967),Adventure|Children,[12]
3347,Never Cry Wolf (1983),Adventure|Drama,"[12, 18]"
3350,A Raisin in the Sun (1961),Drama,[18]
3353,The Closer You Get (2000),Comedy|Romance,"[35, 10749]"
3354,Mission to Mars (2000),Sci-Fi,[]
3355,The Ninth Gate (1999),Fantasy|Horror|Mystery|Thriller,"[14, 27, 9648, 53]"
3357,East-West (Est-ouest) (1999),Drama|Romance,"[18, 10749]"
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,"[35, 18, 14, 10749]"
3359,Breaking Away (1979),Comedy|Drama,"[35, 18]"
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,"[18, 10749]"
3361,Bull Durham (1988),Comedy|Drama|Romance,"[35, 18, 10749]"
3362,Dog Day Afternoon (1975),Crime|Drama,"[80, 18]"
3363,American Graffiti (1973),Comedy|Drama,"[35, 18]"
3364,The Asphalt Jungle (1950),Crime|Film-Noir,[80]
3365,The Searchers (1956),Drama|Western,"[18, 37]"
3368,The Big Country (1958),Romance|Western,"[10749, 37]"
3370,Betrayed (1988),Drama|Thriller,"[18, 53]"
3372,The Bridge at Remagen (1969),Action|War,"[28, 10752]"
3374,Daughters of the Dust (1991),Drama,[18]
3378,"Der) Ogre, The (Unhold (1996)",Drama,[18]
3379,On the Beach (1959),Drama,[18]
3384,The Taking of Pelham One Two Three (1974),Action|Crime,"[28, 80]"
3385,Volunteers (1985),Comedy,[35]
3386,JFK (1991),Drama|Mystery|Thriller,"[18, 9648, 53]"
3387,Who's Harry Crumb? (1989),Comedy|Mystery,"[35, 9648]"
3388,Harry and the Hendersons (1987),Children|Comedy,[35]
3389,Let's Get Harry (1986),Action|Adventure,"[28, 12]"
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,"[12, 80, 18, 10749]"
3391,Who's That Girl? (1987),Comedy,[35]
3392,She-Devil (1989),Comedy,[35]
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,"[35, 14, 10749]"
3394,Blind Date (1987),Comedy|Romance,"[35, 10749]"
3395,Nadine (1987),Comedy,[35]
3396,The Muppet Movie (1979),Adventure|Children|Comedy|Musical,"[12, 35]"
3397,The Great Muppet Caper (1981),Children|Comedy,[35]
3398,The Muppets Take Manhattan (1984),Children|Comedy|Musical,[35]
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,"[12, 16, 14]"
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,[12]
3402,Turtle Diary (1985),Comedy|Drama|Romance,"[35, 18, 10749]"
3403,Raise the Titanic (1980),Drama|Thriller,"[18, 53]"
3404,Titanic (1953),Action|Drama,"[28, 18]"
3405,A Night to Remember (1958),Action|Drama,"[28, 18]"
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,"[28, 12, 18, 10752]"
3408,Erin Brockovich (2000),Drama,[18]
3409,Final Destination (2000),Drama|Thriller,"[18, 53]"
3410,Soft Fruit (1999),Comedy|Drama,"[35, 18]"
3412,"L') Bear, The (Ours (1988)",Adventure|Children|Drama,"[12, 18]"
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,"[18, 10749, 10752]"
3415,The (Zerkalo) Mirror (1975),Drama,[18]
3417,The Crimson Pirate (1952),Adventure|Comedy,"[12, 35]"
3418,Thelma & Louise (1991),Adventure|Crime|Drama,"[12, 80, 18]"
3420,...And Justice for All (1979),Drama|Thriller,"[18, 53]"
3421,Animal House (1978),Comedy,[35]
3422,She's Gotta Have It (1986),Comedy|Romance,"[35, 10749]"
3423,School Daze (1988),Drama,[18]
3424,Do the Right Thing (1989),Drama,[18]
3425,Mo' Better Blues (1990),Drama|Musical,[18]
3426,Jungle Fever (1991),Drama|Romance,"[18, 10749]"
3428,The Champ (1979),Drama,[18]
3429,Creature Comforts (1989),Animation|Comedy,"[16, 35]"
3430,Death Wish (1974),Action|Crime|Drama,"[28, 80, 18]"
3431,Death Wish 2 (1982),Action|Drama,"[28, 18]"
3432,Death Wish 3 (1985),Action|Drama,"[28, 18]"
3433,Death Wish 4: The Crackdown (1987),Action|Drama,"[28, 18]"
3434,Death Wish 5: The Face of Death (1994),Action|Drama,"[28, 18]"
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,"[80, 18]"
3436,Dying Young (1991),Drama|Romance,"[18, 10749]"
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,"[28, 35, 14]"
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,"[28, 14]"
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,"[28, 12, 35, 14]"
3441,Red Dawn (1984),Action|Drama|War,"[28, 18, 10752]"
3442,Band of the Hand (1986),Action|Crime|Drama,"[28, 80, 18]"
3444,Bloodsport (1988),Action,[28]
3445,Eyes of Laura Mars (1978),Mystery|Thriller,"[9648, 53]"
3446,Funny Bones (1995),Comedy|Drama,"[35, 18]"
3447,The Good Earth (1937),Drama,[18]
3448,Vietnam Good Morning (1987),Comedy|Drama|War,"[35, 18, 10752]"
3449,The Good Mother (1988),Drama,[18]
3450,Grumpy Old Men (1993),Comedy,[35]
3451,Guess Who's Coming to Dinner (1967),Drama,[18]
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,"[28, 80, 10749, 53]"
3453,Here on Earth (2000),Drama|Romance,"[18, 10749]"
3454,Whatever It Takes (2000),Comedy|Romance,"[35, 10749]"
3455,Buddy Boy (1999),Drama|Thriller,"[18, 53]"
3456,The (Rang-e khoda) Color of Paradise (1999),Drama,[18]
3459,Gothic (1986),Drama|Horror,"[18, 27]"
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,"[12, 18, 53]"
3462,Modern Times (1936),Comedy|Drama|Romance,"[35, 18, 10749]"
3466,Heart and Souls (1993),Comedy|Fantasy,"[35, 14]"
3467,Hud (1963),Drama|Western,"[18, 37]"
3468,The Hustler (1961),Drama,[18]
3469,Inherit the Wind (1960),Drama,[18]
3470,Dersu Uzala (1975),Adventure|Drama,"[12, 18]"
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,"[12, 18]"
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,[35]
3474,Retroactive (1997),Sci-Fi|Thriller,[53]
3475,A Place in the Sun (1951),Drama|Romance,"[18, 10749]"
3476,Jacob's Ladder (1990),Horror|Mystery,"[27, 9648]"
3477,Empire Records (1995),Comedy|Drama,"[35, 18]"
3478,La Bamba (1987),Drama,[18]
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,"[12, 14, 10749]"
3480,Lucas (1986),Drama|Romance,"[18, 10749]"
3481,High Fidelity (2000),Comedy|Drama|Romance,"[35, 18, 10749]"
3483,The Road to El Dorado (2000),Animation|Children,[16]
3484,The Skulls (2000),Thriller,[53]
3489,Hook (1991),Adventure|Comedy|Fantasy,"[12, 35, 14]"
3492,The Son of the Sheik (1926),Adventure|Comedy|Romance,"[12, 35, 10749]"
3494,True Grit (1969),Adventure|Drama|Western,"[12, 18, 37]"
3496,Madame Sousatzka (1988),Drama,[18]
3497,Max Dugan Returns (1983),Comedy,[35]
3498,Midnight Express (1978),Drama,[18]
3499,Misery (1990),Drama|Horror|Thriller,"[18, 27, 53]"
3500,Mr. Saturday Night (1992),Comedy|Drama,"[35, 18]"
3501,Murphy's Romance (1985),Comedy|Romance,"[35, 10749]"
3502,My Life (1993),Drama,[18]
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,"[18, 9648]"
3504,Network (1976),Comedy|Drama,"[35, 18]"
3505,No Way Out (1987),Drama|Mystery|Thriller,"[18, 9648, 53]"
3506,North Dallas Forty (1979),Comedy|Drama,"[35, 18]"
3507,The Odd Couple (1968),Comedy,[35]
3508,The Outlaw Josey Wales (1976),Action|Adventure|Drama|Thriller|Western,"[28, 12, 18, 53, 37]"
3510,Frequency (2000),Drama|Thriller,"[18, 53]"
3511,Ready to Rumble (2000),Comedy,[35]
3512,Return to Me (2000),Drama|Romance,"[18, 10749]"
3513,Rules of Engagement (2000),Drama|Thriller,"[18, 53]"
3514,Joe Gould's Secret (2000),Drama,[18]
3515,Me Myself I (2000),Comedy|Romance,"[35, 10749]"
3516,Book and Candle Bell (1958),Comedy|Fantasy|Romance,"[35, 14, 10749]"
3519,Force 10 from Navarone (1978),Action|Drama|War,"[28, 18, 10752]"
3521,Mystery Train (1989),Comedy|Drama,"[35, 18]"
3524,Arthur (1981),Comedy|Romance,"[35, 10749]"
3525,Bachelor Party (1984),Comedy,[35]
3526,Parenthood (1989),Comedy|Drama,"[35, 18]"
3527,Predator (1987),Action|Sci-Fi|Thriller,"[28, 53]"
3528,The Prince of Tides (1991),Drama|Romance,"[18, 10749]"
3529,The Postman Always Rings Twice (1981),Crime|Thriller,"[80, 53]"
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,"[35, 18, 10749]"
3534,28 Days (2000),Drama,[18]
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,"[80, 27, 9648, 53]"
3536,Keeping the Faith (2000),Comedy|Drama|Romance,"[35, 18, 10749]"
3537,Where the Money Is (2000),Comedy|Drama,"[35, 18]"
3538,East is East (1999),Comedy,[35]
3539,The Filth and the Fury (2000),Documentary,[99]
3543,Diner (1982),Comedy|Drama,"[35, 18]"
3544,Shakes the Clown (1992),Comedy,[35]
3545,Cabaret (1972),Drama|Musical,[18]
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,"[18, 27, 53]"
3548,Auntie Mame (1958),Comedy|Drama,"[35, 18]"
3549,Guys and Dolls (1955),Comedy|Musical|Romance,"[35, 10749]"
3550,The Hunger (1983),Horror,[27]
3551,Marathon Man (1976),Crime|Drama|Thriller,"[80, 18, 53]"
3552,Caddyshack (1980),Comedy,[35]
3553,Gossip (2000),Drama|Thriller,"[18, 53]"
3554,Love and Basketball (2000),Drama|Romance,"[18, 10749]"
3555,U-571 (2000),Action|Thriller|War,"[28, 53, 10752]"
3556,The Virgin Suicides (1999),Drama|Romance,"[18, 10749]"
3557,Jennifer 8 (1992),Mystery|Thriller,"[9648, 53]"
3559,Limelight (1952),Comedy|Drama|Romance,"[35, 18, 10749]"
3563,The Crow: Salvation (2000),Action|Horror,"[28, 27]"
3564,The Flintstones in Viva Rock Vegas (2000),Children|Comedy,[35]
3565,Where the Heart Is (2000),Comedy|Drama,"[35, 18]"
3566,The Big Kahuna (2000),Comedy|Drama,"[35, 18]"
3567,Bossa Nova (2000),Comedy|Drama|Romance,"[35, 18, 10749]"
3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,"[35, 10749]"
3569,The (Idioterne) Idiots (1998),Comedy|Drama,"[35, 18]"
3571,Time Code (2000),Comedy|Drama,"[35, 18]"
3572,Carnosaur (1993),Horror|Sci-Fi,[27]
3573,Carnosaur 2 (1995),Horror|Sci-Fi,[27]
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,[27]
3576,The Hidden (1987),Action|Horror|Sci-Fi,"[28, 27]"
3577,Two Moon Junction (1988),Drama|Romance,"[18, 10749]"
3578,Gladiator (2000),Action|Adventure|Drama,"[28, 12, 18]"
3580,Up at the Villa (2000),Drama,[18]
3581,Human Traffic (1999),Comedy,[35]
3584,Breathless (1983),Action|Drama|Romance|Thriller,"[28, 18, 10749, 53]"
3586,The Idolmaker (1980),Drama|Romance,"[18, 10749]"
3587,Inferno (1980),Horror,[27]
3590,The Lords of Flatbush (1974),Comedy|Drama,"[35, 18]"
3591,Mr. Mom (1983),Comedy|Drama,"[35, 18]"
3592,Les) Time Masters (Maîtres du temps (1982),Animation|Sci-Fi,[16]
3593,Battlefield Earth (2000),Action|Sci-Fi,[28]
3594,Center Stage (2000),Drama|Musical,[18]
3596,Screwed (2000),Comedy,[35]
3597,Whipped (2000),Comedy,[35]
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,"[80, 18, 10749, 53]"
3599,Anchors Aweigh (1945),Comedy|Musical,[35]
3604,Gypsy (1962),Musical,[]
3606,On the Town (1949),Comedy|Musical|Romance,"[35, 10749]"
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,"[12, 35]"
3609,Regret to Inform (1998),Documentary,[99]
3614,Honeymoon in Vegas (1992),Comedy|Romance,"[35, 10749]"
3615,Dinosaur (2000),Adventure|Animation|Children,"[12, 16]"
3616,Loser (2000),Comedy|Romance,"[35, 10749]"
3617,Road Trip (2000),Comedy,[35]
3618,Small Time Crooks (2000),Comedy|Crime,"[35, 80]"
3619,The Hollywood Knights (1980),Comedy,[35]
3622,The Twelve Chairs (1970),Comedy,[35]
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,"[28, 12, 53]"
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,"[28, 12, 35, 37]"
3625,Better Living Through Circuitry (1999),Documentary,[99]
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,[35]
3627,Carnival of Souls (1962),Horror|Thriller,"[27, 53]"
3628,Flying Tigers (1942),Action|Drama|Romance|War,"[28, 18, 10749, 10752]"
3629,The Gold Rush (1925),Adventure|Comedy|Romance,"[12, 35, 10749]"
3632,Monsieur Verdoux (1947),Comedy|Crime,"[35, 80]"
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,"[28, 12, 10749, 53]"
3634,Seven Days in May (1964),Thriller,[53]
3635,The Spy Who Loved Me (1977),Action|Adventure|Thriller,"[28, 12, 53]"
3637,Vagabond (Sans toit ni loi) (1985),Drama,[18]
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,"[28, 12, 53]"
3639,The Man with the Golden Gun (1974),Action|Adventure|Thriller,"[28, 12, 53]"
3640,A King in New York (1957),Comedy|Drama,"[35, 18]"
3641,A Woman of Paris (1923),Drama,[18]
3643,The Fighting Seabees (1944),Action|Drama|War,"[28, 18, 10752]"
3646,Big Momma's House (2000),Comedy,[35]
3648,"The) Abominable Snowman, The (Abominable Snowman of the Himalayas (1957)",Horror|Sci-Fi,[27]
3649,American Gigolo (1980),Drama,[18]
3652,The) (Paura nella città dei morti viventi) City of the Living Dead (a.k.a. Gates of Hell (1980),Horror,[27]
3653,The Endless Summer (1966),Documentary,[99]
3654,The Guns of Navarone (1961),Action|Adventure|Drama|War,"[28, 12, 18, 10752]"
3655,Blow-Out (La grande bouffe) (1973),Drama,[18]
3658,Quatermass and the Pit (1967),Horror|Sci-Fi,[27]
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,"[27, 53]"
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,"[27, 53]"
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,"[27, 53]"
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,"[27, 53]"
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,"[27, 53]"
3667,Rent-A-Cop (1988),Action|Comedy|Crime,"[28, 35, 80]"
3668,Romeo and Juliet (1968),Drama|Romance,"[18, 10749]"
3669,Stay Tuned (1992),Comedy,[35]
3671,Blazing Saddles (1974),Comedy|Western,"[35, 37]"
3672,Benji (1974),Adventure|Children,[12]
3673,Benji the Hunted (1987),Adventure|Children,[12]
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,"[12, 35, 18]"
3675,White Christmas (1954),Comedy|Musical|Romance,"[35, 10749]"
3676,Eraserhead (1977),Drama|Horror,"[18, 27]"
3677,Baraka (1992),Documentary,[99]
3678,The Man with the Golden Arm (1955),Drama,[18]
3679,The Decline of Western Civilization (1981),Documentary|Musical,[99]
3680,The Decline of Western Civilization Part II: The Metal Years (1988),Documentary,[99]
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,"[28, 18, 53, 37]"
3682,Magnum Force (1973),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
3683,Blood Simple (1984),Crime|Drama|Film-Noir,"[80, 18]"
3684,The Fabulous Baker Boys (1989),Drama|Romance,"[18, 10749]"
3685,Prizzi's Honor (1985),Comedy|Drama|Romance,"[35, 18, 10749]"
3686,Flatliners (1990),Horror|Sci-Fi|Thriller,"[27, 53]"
3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,"[12, 16, 14]"
3688,Porky's (1982),Comedy,[35]
3689,Porky's II: The Next Day (1983),Comedy,[35]
3690,Porky's Revenge (1985),Comedy,[35]
3691,Private School (1983),Comedy,[35]
3692,Class of Nuke 'Em High (1986),Comedy|Horror,"[35, 27]"
3693,The Toxic Avenger (1985),Comedy|Horror,"[35, 27]"
3694,"The Toxic Avenger, Part II (1989)",Comedy|Horror,"[35, 27]"
3695,The Toxic Avenger Part III: The Last Temptation of Toxie (1989),Comedy|Horror,"[35, 27]"
3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,"[35, 27, 53]"
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,"[28, 53]"
3698,The Running Man (1987),Action|Sci-Fi,[28]
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,"[12, 18, 10749]"
3700,The Brother from Another Planet (1984),Drama|Sci-Fi,[18]
3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,"[80, 18, 53]"
3702,Mad Max (1979),Action|Adventure|Sci-Fi,"[28, 12]"
3703,The (Mad Max 2) Road Warrior (1981),Action|Adventure|Sci-Fi|Thriller,"[28, 12, 53]"
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,"[28, 12]"
3705,Bird on a Wire (1990),Action|Comedy|Romance,"[28, 35, 10749]"
3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,"[27, 9648, 53]"
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,"[18, 10749]"
3708,Firestarter (1984),Horror|Thriller,"[27, 53]"
3709,Sleepwalkers (1992),Horror,[27]
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller,"[28, 35, 80, 53]"
3711,Sarafina! (1992),Drama,[18]
3712,Soapdish (1991),Comedy,[35]
3713,The Long Walk Home (1990),Drama,[18]
3714,Clara's Heart (1988),Drama,[18]
3715,Burglar (1987),Comedy|Crime,"[35, 80]"
3716,Fatal Beauty (1987),Action|Comedy|Crime|Drama,"[28, 35, 80, 18]"
3717,Gone in 60 Seconds (2000),Action|Crime,"[28, 80]"
3719,Love's Labour's Lost (2000),Comedy|Romance,"[35, 10749]"
3720,Sunshine (1999),Drama,[18]
3723,Hamlet (1990),Drama,[18]
3724,Coming Home (1978),Drama|War,"[18, 10752]"
3725,American Pop (1981),Animation|Musical,[16]
3726,Assault on Precinct 13 (1976),Action|Thriller,"[28, 53]"
3727,Near Dark (1987),Horror|Western,"[27, 37]"
3728,One False Move (1992),Crime|Drama|Film-Noir|Thriller,"[80, 18, 53]"
3729,Shaft (1971),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
3730,The Conversation (1974),Drama|Mystery,"[18, 9648]"
3731,Cutter's Way (1981),Drama|Thriller,"[18, 53]"
3732,The Fury (1978),Horror,[27]
3733,The Paper Chase (1973),Drama,[18]
3735,Serpico (1973),Crime|Drama,"[80, 18]"
3736,The) Ace in the Hole (Big Carnival (1951),Drama,[18]
3737,Lonely Are the Brave (1962),Drama|Western,"[18, 37]"
3738,The Sugarland Express (1974),Drama,[18]
3739,Trouble in Paradise (1932),Comedy|Romance,"[35, 10749]"
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,"[28, 12, 35, 14]"
3741,Badlands (1973),Crime|Drama|Thriller,"[80, 18, 53]"
3742,Battleship Potemkin (1925),Drama|War,"[18, 10752]"
3743,Boys and Girls (2000),Comedy|Romance,"[35, 10749]"
3744,Shaft (2000),Action|Crime|Thriller,"[28, 80, 53]"
3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,"[28, 12, 16]"
3746,Butterfly (La lengua de las mariposas) (1999),Drama,[18]
3747,Jesus' Son (1999),Drama,[18]
3751,Chicken Run (2000),Animation|Children|Comedy,"[16, 35]"
3752,Myself & Irene Me (2000),Adventure|Comedy,"[12, 35]"
3753,The Patriot (2000),Action|Drama|War,"[28, 18, 10752]"
3754,The Adventures of Rocky and Bullwinkle (2000),Adventure|Animation|Children|Comedy|Fantasy,"[12, 16, 35, 14]"
3755,The Perfect Storm (2000),Drama|Thriller,"[18, 53]"
3756,The Golden Bowl (2000),Drama,[18]
3758,Communion (1989),Drama|Sci-Fi|Thriller,"[18, 53]"
3760,The Kentucky Fried Movie (1977),Comedy,[35]
3761,Blood Out Blood In (1993),Action|Crime|Drama|Thriller,"[28, 80, 18, 53]"
3763,F/X (1986),Action|Crime|Thriller,"[28, 80, 53]"
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,"[28, 80, 53]"
3765,The Hot Spot (1990),Crime|Drama|Romance,"[80, 18, 10749]"
3766,Missing in Action (1984),Action|War,"[28, 10752]"
3767,Missing in Action 2: The Beginning (1985),Action|War,"[28, 10752]"
3768,Braddock: Missing in Action III (1988),Action|War,"[28, 10752]"
3769,Thunderbolt and Lightfoot (1974),Action,[28]
3770,Dreamscape (1984),Horror|Sci-Fi|Thriller,"[27, 53]"
3771,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,"[28, 12, 14]"
3773,House Party (1990),Comedy,[35]
3774,House Party 2 (1991),Comedy|Drama|Romance,"[35, 18, 10749]"
3783,Croupier (1998),Crime|Drama,"[80, 18]"
3784,The Kid (2000),Comedy|Fantasy,"[35, 14]"
3785,Scary Movie (2000),Comedy|Horror,"[35, 27]"
3786,But I'm a Cheerleader (1999),Comedy,[35]
3787,Shower (Xizao) (1999),Comedy,[35]
3788,Blow-Up (Blowup) (1966),Drama|Mystery,"[18, 9648]"
3789,The Pawnbroker (1964),Drama,[18]
3790,Groove (2000),Drama,[18]
3791,Footloose (1984),Drama,[18]
3792,Duel in the Sun (1946),Drama|Romance|Western,"[18, 10749, 37]"
3793,X-Men (2000),Action|Adventure|Sci-Fi,"[28, 12]"
3794,Chuck & Buck (2000),Comedy|Drama,"[35, 18]"
