movieId,title,genres
5380,Ocean's Twelve (2004),28|35|80|53
5381,Blade: Trinity (2004),28|14|27|53
5382,Bush's Brain (2004),99
5383,Damn Yankees! (1958),35
5384,That's Entertainment (1974),99
5385,D.A.R.Y.L. (1985),12
5386,Fire in the Sky (1993),18|9648
5387,The Invisible Man Returns (1940),27
5388,Love Me If You Dare (Jeux d'enfants) (2003),18|10749
5389,Control Room (2004),99|10752
5390,The Hunchback of Notre Dame (1923),18|27
5391,Sherlock Jr. (1924),35|14|10749
5392,The Freshman (1925),35
5393,Greed (1924),18
5394,The Jazz Singer (1927),18|10749
5395,Jr. Steamboat Bill (1928),35|10749
5396,"Un) Andalusian Dog, An (Chien andalou (1929)",14
5397,Little Caesar (1931),80|18
5398,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),35
5399,Scarface (1932),80|18
5400,Dinner at Eight (1933),35|18|10749
5401,Gold Diggers of 1933 (1933),
5402,L' Atalante (1934),35|18|10749
5403,Fury (1936),18
5404,Libeled Lady (1936),35|10749
5405,Mr. Deeds Goes to Town (1936),35|10749
5406,Camille (1936),18|10749
5407,Captains Courageous (1937),12|18
5408,Stage Door (1937),18
5409,Holiday (1938),35|18|10749
5410,Wuthering Heights (1939),18|10749
5411,The Letter (1940),18
5412,Here Comes Mr. Jordan (1941),35|14|10749
5413,Random Harvest (1942),18|10749
5414,Tales of Manhattan (1942),35|18
5415,Day of Wrath (Vredens dag) (1943),18
5416,The Miracle of Morgan's Creek (1944),35|10749
5417,Mr. Skeffington (1944),18|10749
5418,Great Expectations (1946),18
5419,The Stranger (1946),18|53
5420,Easter Parade (1948),10749
5421,The Lady from Shanghai (1947),18|9648
5422,The Three Musketeers (1948),28|12|18|10749
5423,Unfaithfully Yours (1948),35
5424,A Letter to Three Wives (1949),35|18
5425,Annie Get Your Gun (1950),35|10749|37
5426,King Solomon's Mines (1950),28|12|10749
5427,"Los) Young and the Damned, The (Olvidados (1950)",80|18
5428,A Star Is Born (1954),18
5429,The Wild One (1953),18
5430,Confidential Report (1955),80|18|9648|53
5431,Night and Fog (Nuit et brouillard) (1955),80|99|10752
5432,Teacher's Pet (1958),35|10749
5433,The (Ningen no joken II) Human Condition II (1959),18|10752
5434,Pickpocket (1959),80|18
5435,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),18
5436,The (Ningen no joken III) Human Condition III (1961),18|10752
5437,Advise and Consent (1962),18
5438,Harakiri (Seppuku) (1962),18
5439,The Music Man (1962),35|10749
5440,"Les) Carabineers, The (Carabiniers (1963)",35|18|10752
5441,Sweet Charlotte Hush... Hush (1964),27|53
5442,Onibaba (1964),18|27|10752
5443,Robinson Crusoe on Mars (1964),
5444,The (La battaglia di Algeri) Battle of Algiers (1966),18|10752
5445,A Charlie Brown Christmas (1965),16|35
5446,Major Dundee (1965),12|10752|37
5447,A Thousand Clowns (1965),35|18|10749
5448,Andrei Rublev (Andrey Rublyov) (1969),18|10752
5449,Au Hasard Balthazar (1966),80|18
5450,Batman (1966),28|12|35
5451,Closely Watched Trains (Ostre sledované vlaky) (1966),35|18|10752
5452,Tokyo Drifter (Tôkyô nagaremono) (1966),28|80|18
5453,Branded to Kill (Koroshi no rakuin) (1967),28|80|18
5454,Play Time (a.k.a. Playtime) (1967),35
5455,Point Blank (1967),28|80|18|53
5456,Titicut Follies (1967),99|18
5457,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),28|12|16|35
5458,The (Brilliantovaya ruka) Diamond Arm (1968),28|12|35|80|53
5459,Sympathy for the Devil (1968),99
5460,Mine and Ours Yours (1968),35
5461,Le) Claire's Knee (Genou de Claire (1970),35|10749
5462,Performance (1970),80|18|53
5463,The (Beloe solntse pustyni) White Sun of the Desert (1970),28|12|35|18|10749|10752
5464,Zabriskie Point (1970),18|10749
5465,Duel (1971),28|9648|53
5466,They Call Me Trinity (1971),35|37
5467,El Topo (1970),14|37
5468,Dr. Phibes Rises Again (1972),12|35|27|10749
5469,Charley Varrick (1973),80|18|53
5470,Dark Star (1974),35|53
5471,Sisters (1973),27|53
5472,Turkish Delight (Turks fruit) (1973),18|10749
5473,California Split (1974),35|18
5474,Emmanuelle (1974),18|10749
5475,Gone in 60 Seconds (1974),28|80|18
5476,"La) Holy Mountain, The (Montaña sagrada (1973)",18
5477,The (Les douze travaux d'Astérix) Twelve Tasks of Asterix (1976),28|12|16|35|14
5478,French Connection II (1975),28|80|18|53
5479,"ili S legkim parom!) Irony of Fate, or Enjoy Your Bath! (Ironiya sudby (1975)",35|18|10749
5480,The (Professione: reporter) Passenger (1975),18
5481,Trilogy of Terror (1975),27|53
5482,1900 (Novecento) (1976),18|10752
5483,Futureworld (1976),53
5484,Harlan County U.S.A. (1976),99
5485,Silver Streak (1976),28|35|80
5486,High Anxiety (1977),35|53
5487,New York New York (1977),18|10749
5488,The Turning Point (1977),18|10749
5489,Five Deadly Venoms (1978),28
5490,Last Hurrah for Chivalry (Hao xia) (1979),28|18
5491,The Clonus Horror (1979),27
5492,Snake in the Eagle's Shadow (Se ying diu sau) (1978),28|35
5493,Hair (1979),35|18
5494,Love at First Bite (1979),35|27|10749
5495,The Hitch Hikers Guide to the Galaxy (1981),12|35
5496,Smiley's People (1982),18|9648
5497,Blue Thunder (1983),28|80|18
5498,The Day After (1983),18
5499,Eddie Murphy Delirious (1983),35|99
5500,El Norte (1984),12|18
5501,Twilight Zone: The Movie (1983),14|27|53
5502,Boy Meets Girl (1984),18
5503,Cloak & Dagger (1984),28|12|80|9648|53
5504,The (a.k.a. Caravan of Courage: An Ewok Adventure) Ewok Adventure (1984),12|14
5505,Deadly Night Silent Night (1984),27|53
5506,The Times of Harvey Milk (1984),99
5507,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),35|18
5508,Anne of Green Gables (1985),18
5509,Death of a Salesman (1985),18
5510,Ewoks: The Battle for Endor (1985),12|14
5511,Police Story (Ging chaat goo si) (1985),28|35|80|53
5512,The Quiet Earth (1985),18|9648
5513,Spies Like Us (1985),35
5514,White Nights (1985),18
5515,'Round Midnight (1986),18
5516,Club Paradise (1986),35
5517,The (Offret - Sacraficatio) Sacrifice (1986),18
5518,A (Ying hung boon sik) Better Tomorrow (1986),80|18|53
5519,The (Dekalog) Decalogue (1989),80|18|10749
5520,G.I. Joe: The Movie (1987),28|12|16|14
5521,Hell Comes to Frogtown (1988),28|35
5522,La) Law of Desire (Ley del deseo (1987),35|18|10749
5523,Prince of Darkness (1987),14|27|53
5524,A (Sinnui yauwan) Chinese Ghost Story (1987),28|14|27|10749
5525,A (Ying hung boon sik II) Better Tomorrow II (1987),80|18|53
5526,The Bourne Identity (1988),28|12|18|9648|53
5527,Dominick and Eugene (1988),18
5528,Killer Klowns from Outer Space (1988),35|27
5529,Moonwalker (1988),
5530,Alice (Neco z Alenky) (1988),16|14|9648
5531,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),35
5532,Lonesome Dove (1989),12|18|37
5533,Kiki's Delivery Service (Majo no takkyûbin) (1989),12|16|18|14
5534,Almost an Angel (1990),35
5535,Cry-Baby (1990),35|10749
5536,Bullet in the Head (1990),28|18|10752
5537,Ghost Dad (1990),35|14
5538,It (1990),18|14|27|9648|53
5539,Ju Dou (1990),18
5540,The Krays (1990),18
5541,Lionheart (1990),28
5542,Nuns on the Run (1990),35|80
5543,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),28|16|80|18|9648|53
5544,State of Grace (1990),80|18|53
5545,35 Up (1991),99
5546,Days of Being Wild (A Fei jingjyuhn) (1990),18|10749
5547,Begotten (1990),18|27
5548,Dutch (1991),35
5549,Hearts of Darkness: A Filmmakers Apocalypse (1991),99
5550,Johnny Stecchino (1991),35
5551,Riki-Oh: The Story of Ricky (Lik Wong) (1991),28|80|53
5552,Mannequin 2: On the Move (1991),35|14|10749
5553,Only Yesterday (Omohide poro poro) (1991),16|18
5554,Other People's Money (1991),35|18|10749
5555,Quigley Down Under (1990),12|18|37
5556,Prime Suspect 2 (1992),80|18|9648|10749|53
5557,Captain America (1990),28|14|53|10752
5558,City Hunter (Sing si lip yan) (1993),28|35|10749
5559,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),12|16|35|14|10749
5560,Il) Stolen Children (Ladro di bambini (1992),18
5561,Ladybugs (1992),35
5562,The Mambo Kings (1992),18
5563,Shining Through (1992),18|10749|53|10752
5564,Sidekicks (1992),28|12|35
5565,A (Un coeur en hiver) Heart in Winter (1992),18|10749
5566,Visions of Light: The Art of Cinematography (1992),99
5567,Bad Boy Bubby (1993),18
5568,Barbarians at the Gate (1993),18
5569,Fortress (1992),28
5570,Mr. Nanny (1993),28|35
5571,The Snapper (1993),35|18
5572,Sonatine (Sonachine) (1993),28|35|80|18
5573,The Stand (1994),12|18|14|27
5574,The Darkman II: Return of Durant (1995),28|80|27
5575,Freaked (1993),35
5576,Fist of Legend (Jing wu ying xiong) (1994),28|18
5577,Major League II (1994),35
5578,My Father the Hero (1994),35|10749
5579,"Una) Pure Formality, A (Pura formalità (1994)",80|9648|53
5580,The Langoliers (1995),18|14|27|9648|53
5581,The (Kivenpyörittäjän kylä) Last Wedding (1995),35|18
5582,Last of the Dogmen (1995),12|37
5583,Whisper of the Heart (Mimi wo sumaseba) (1995),16|18|10749
5584,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),28|16
5585,A (Conte d'été) Summer's Tale (1996),35|18|10749
5586,The Late Shift (1996),35
5587,Pusher (1996),80|53
5588,Emma (1996),10749
5589,The Boxer (1997),18|53
5590,Gummo (1997),18
5591,Nirvana (1997),28
5592,The Lion King II: Simba's Pride (1998),12|16|10749
5593,From the Earth to the Moon (1998),28|99|18|53
5594,Beowulf (1999),28|27
5595,RKO 281 (1999),18
5596,From Dusk Till Dawn 2: Texas Blood Money (1999),35|80|27
5597,Gia (1998),18|10749
5598,Thursday (1998),28|80|53
5599,Who Am I? (Wo shi shei) (1998),28|12|35|53
5600,Merlin (1998),28|12|18|14|10749
5601,Brave New World (1998),
5602,Addams Family Reunion (1998),35|14
5603,Purgatory (1999),14|37
5604,Bleeder (1999),18|53
5605,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001),28|80|14
5606,Candyman 3: Day of the Dead (1999),27
5607,The Batman/Superman Movie (1998),28|12|16|14
5608,kimi ni) Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo (1997),28|16|18|14
5609,Style Wars (1983),99
5610,In July (Im Juli) (2000),35|10749
5611,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),12|16|14
5612,Taxi 2 (2000),28|35
5613,If These Walls Could Talk 2 (2000),18|10749
5614,The 10th Kingdom (2000),12|35|14
5615,The (Bad ma ra khahad bord) Wind Will Carry Us (1999),18
5616,2046 (2004),18|14|10749
5617,Bartleby (2001),35|18
5618,Batman Beyond: Return of the Joker (2000),28|16|80|53
5619,Audition (Ôdishon) (1999),18|27|9648|10749|53
5620,The Nine Lives of Tomas Katz (2000),35|18|14
5621,Monday (2000),28|35|80|14|53
5622,Paradise Lost 2: Revelations (2000),99
5623,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),12|35|14
5624,Daria: Is It Fall Yet? (2000),16|35
5625,Late Night Shopping (2001),35
5626,61* (2001),18
5627,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),80|18|9648|53|10752
5628,Ripley's Game (2002),18|53
5629,Jalla! Jalla! (2000),35|18|10749
5630,Teknolust (2002),35|18|10749
5631,The (Dak miu mai shing) Accidental Spy (2001),28|35|53
5632,Darkness (2002),27|9648
5633,Blood: The Last Vampire (2000),28|16|27
5634,Blueberry (2004),12|37
5635,American Psycho II: All American Girl (2002),35|80|27|9648|53
5636,Ali G Indahouse (2002),35
5637,Dead or Alive 2: Tôbôsha (2000),28|80|53
5638,Cube 2: Hypercube (2002),27|9648
5639,Pulse (Kairo) (2001),27|9648|53
5640,Dog Days (Hundstage) (2001),18
5641,My Sassy Girl (Yeopgijeogin geunyeo) (2001),35|10749
5642,Nothing (2003),35|14|9648
5643,Undertaking Betty (Plots with a View) (2002),35|10749
5644,Dead or Alive: Final (2002),35|80|18|53
5645,Fubar (2002),35
5646,The (Katakuri-ke no kôfuku) Happiness of the Katakuris (2001),35|27
5647,Dead End (2003),35|27|9648|53
5648,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),80|18
5649,Jesus Christ Vampire Hunter (2001),28|35|27
5650,Suicide Club (Jisatsu saakuru) (2001),27|9648|53
5651,Battlestar Galactica (2003),18|10752
5652,A Sound of Thunder (2005),28|12|18|53
5653,The Lion King 1½ (2004),12|16|35
5654,Oasis (2002),18|10749
5655,Remember Me (Ricordati di me) (2003),35|18|10749
5656,The Animatrix (2003),28|16|18
5657,The Brown Bunny (2003),18
5658,Ju-on: The Curse (2000),27
5659,11:14 (2003),35|80|18|9648|53
5660,Tremors 4: The Legend Begins (2004),28|35|27|53|37
5661,Bring It On Again (2004),35
5662,Les) Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse (2004),28|80|53
5663,And Starring Pancho Villa as Himself (2003),28|35|18|10752
5664,Nicotina (2003),28|35|18
5665,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),28|18|53|10752
5666,In Hell (2003),28|18|53
5667,Lemony Snicket's A Series of Unfortunate Events (2004),12|35|14
5668,Helen of Troy (2003),28|12|18|10749
5669,"De) Green Butchers, The (Grønne slagtere (2003)",35|80|18|10749
5670,A (Un long dimanche de fiançailles) Very Long Engagement (2004),18|9648|10749|10752
5671,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),18|10749
5672,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),28|16|18|53
5673,The (Neko no ongaeshi) Cat Returns (2002),12|16|14
5674,The (Tasogare Seibei) Twilight Samurai (2002),18|10749
5675,La) Facing Windows (Finestra di fronte (2003),18|10749
5676,Ginger Snaps: Unleashed (2004),27|53
5677,'Salem's Lot (2004),18|27|9648|53
5678,Comic Book: The Movie (2004),35
5679,Intimate Strangers (Confidences trop intimes) (2004),18
5680,Down to the Bone (2004),18
5681,Ju-on: The Grudge (2002),27
5682,Old Boy (2003),9648|53
5683,Red Lights (Feux rouges) (2004),18
5684,Ginger Snaps Back: The Beginning (2004),14|27
5685,One Missed Call (Chakushin ari) (2003),27|9648
5686,The Jacket (2005),18|9648|53
5687,Millions (2004),35|80|18|14
5688,Starship Troopers 2: Hero of the Federation (2004),28|27|10752
5689,Ong-Bak: The Thai Warrior (Ong Bak) (2003),28|53
5690,Infernal Affairs 2 (Mou gaan dou II) (2003),28|80|18|53
5691,The (Mar adentro) Sea Inside (2004),18
5692,Spanglish (2004),35|18|10749
5693,"Les) Chorus, The (Choristes (2004)",18
5694,Saints and Soldiers (2003),28|12|18|10752
5695,"Die) Story of the Weeping Camel, The (Geschichte vom weinenden Kamel (2003)",99|18
5696,The Interpreter (2005),18|53
5697,Open Water (2003),18|53
5698,Touch of Pink (2004),35|18|10749
5699,Slasher (2004),99
5700,Stroke of Genius Bobby Jones (2004),18
5701,Layer Cake (2004),80|18|53
5702,The (Vozvrashcheniye) Return (2003),18
5703,Flight of the Phoenix (2004),28|12
5704,Mean Creek (2004),18|53
5705,The Ring Two (2005),18|27|9648|53
5706,The Corporation (2003),99
5707,The Yes Men (2003),99
5708,Azumi (2003),28|12|18|53
5709,In My Father's Den (2004),18
5710,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),28|18|10752
5711,Metallica: Some Kind of Monster (2004),99
5712,Born into Brothels (2004),99
5713,DiG! (2004),99
5714,Riding Giants (2004),99
5715,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),35|99|18
5716,A Scanner Darkly (2006),16|18|9648|53
5717,Casshern (2004),28|18|14
5718,Outfoxed: Rupert Murdoch's War on Journalism (2004),99
5719,Million Dollar Baby (2004),18
5720,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),35|80|18|27|9648
5721,Hotel Rwanda (2004),18|10752
5722,Charlie and the Chocolate Factory (2005),12|35|14
5723,3-Iron (Bin-jip) (2004),18|10749
5724,The Life Aquatic with Steve Zissou (2004),12|35|14
5725,The Aviator (2004),18
5726,The Phantom of the Opera (2004),18|10749
5727,Beyond the Sea (2004),18
5728,The Woodsman (2004),18
5729,In Good Company (2004),35|18
5730,Meet the Fockers (2004),35
5731,The Assassination of Richard Nixon (2004),80|18|53
5732,A Love Song for Bobby Long (2004),18
5733,The Merchant of Venice (2004),18
5734,Fat Albert (2004),35|14
5735,"Le) Keys to the House, The (Chiavi di casa (2004)",18
5736,White Noise (2005),18|27|9648|53
5737,The Upside of Anger (2005),35|18|10749
5738,Little Miss Marker (1980),35|18
5739,Sweet Liberty (1986),35
5740,I Remember Mama (1948),18
5741,Smooth Talk (1985),18|10749
5742,Out Cold (1989),35|53
5743,Man Trouble (1992),35|10749
5744,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),80|18
5745,Stander (2003),28|80|18
5746,Imaginary Heroes (2004),35|18
5747,Sergeant York (1941),18|10752
5748,Ruby & Quentin (Tais-toi!) (2003),35|80
5749,Wizards (1977),16|14|10752
5750,The Life and Death of Peter Sellers (2004),35|18
5751,Appleseed (Appurushîdo) (2004),28|16|14
5752,The Many Adventures of Winnie the Pooh (1977),16
5753,Elektra (2005),28|12|80|18
5754,Racing Stripes (2005),35
5755,Coach Carter (2005),18
5756,Boys Town (1938),18
5757,Gold Diggers of 1935 (1935),35
5758,Rocco and His Brothers (Rocco e i suoi fratelli) (1960),80|18
5759,Memories of Murder (Salinui chueok) (2003),80|18|9648|53
5760,The Chase (1994),28|12|35|80|10749|53
5761,Der) Downfall (Untergang (2004),18|10752
5762,Assault on Precinct 13 (2005),28|80|18|53
5763,Are We There Yet? (2005),35
5764,Alone in the Dark (2005),28|27|53
5765,Hide and Seek (2005),27|9648|53
5766,Boogeyman (2005),18|27|9648|53
5767,The Wedding Date (2005),35|10749
5768,Rory O'Shea Was Here (Inside I'm Dancing) (2004),18
5769,Nobody Knows (Dare mo shiranai) (2004),18
5770,Employee of the Month (2004),35|18
5771,"Die) Marriage of Maria Braun, The (Ehe der Maria Braun (1979)",18
5772,"The) Trou, Le (Hole, The) (Night Watch (1960)",80
5773,Double Dragon (1994),28|12
5774,Hands Off the Loot (Touchez pas au grisbi) (1954),80|18|53
5775,Purple Butterfly (Zi hudie) (2003),18
5776,El Cid (1961),28|12|18|10749|10752
5777,Howl's Moving Castle (Hauru no ugoku shiro) (2004),12|16|14|10749
5778,Steamboy (Suchîmubôi) (2004),28|16|18
5779,Gorgeous (Boh lee chun) (1999),28|35|10749
5780,Hitch (2005),35|10749
5781,Uncle Nino (2003),35
5782,Bride & Prejudice (2004),35|10749
5783,Constantine (2005),28|14|27|53
5784,Son of the Mask (2005),12|35|14
5785,Because of Winn-Dixie (2005),35|18
5786,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),18|10752
5787,Bunny Lake Is Missing (1965),9648|53
5788,Night Watch (Nochnoy dozor) (2004),28|14|27|9648|53
5789,Sons of the Desert (1933),35
5790,Man of the House (2005),28|35
5791,Kung Fu Hustle (Gong fu) (2004),28|35
5792,Zelary (2003),18|10749
5793,Dr. Giggles (1992),35|27
5794,The Seven-Per-Cent Solution (1976),12|35|80|18|9648|53
5795,The Three Musketeers (1973),28|12|35
5796,Royal Flash (1975),12|35|10749
5797,Control (Kontroll) (2003),35|80|18|9648
5798,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),18|10752
5799,Tyler Perry's Diary of a Mad Black Woman (2005),35|18|10749
5800,Cursed (2005),27|53
5801,The Pacifier (2005),28|35
5802,Be Cool (2005),35|80
5803,Gunner Palace (2004),99|10752
5804,Hostage (2005),28|80|18|53
5805,Robots (2005),12|16|35|14
5806,Class Action (1991),18
5807,The Cat and the Canary (1927),27|9648
5808,God! You Devil Oh (1984),35
5809,The Agony and the Ecstasy (1965),18
5810,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),80|18|53
5811,Cube Zero (2004),27|9648|53
5812,Julia (1977),18
5813,Stealing Rembrandt (Rembrandt) (2003),28|35|80
5814,Ice Princess (2005),35|18
5815,Melinda and Melinda (2004),35|18
5816,Milk and Honey (2003),18
5817,Miss Congeniality 2: Armed and Fabulous (2005),12|35|80
5818,Guess Who (2005),35|10749
5819,D.E.B.S. (2004),28|35
5820,A League of Ordinary Gentlemen (2004),99
5821,Incident at Loch Ness (2004),12|35|99
5822,The (Dai-bosatsu tôge) Sword of Doom (1966),28|18
5823,800 Bullets (800 Balas) (2002),35|80|18|37
5824,If Looks Could Kill (1991),28|35
5825,Greedy (1994),35
5826,The) (Heisei tanuki gassen pompoko) Pom Poko (a.k.a. Raccoon War (1994),16|35|18|14
5827,Knockin' on Heaven's Door (1997),28|35|80|18
5828,We're No Angels (1955),35|80|18
5829,A (Xia nu) Touch of Zen (1971),28|12
5830,Walker (1987),12|18|10752|37
5831,Memories (Memorîzu) (1995),16|14|53
5832,The Wild Parrots of Telegraph Hill (2003),99
5833,The Ballad of Jack and Rose (2005),18
5834,Sin City (2005),28|80|9648|53
5835,Beauty Shop (2005),35
5836,Sahara (2005),28|12|35
5837,Fever Pitch (2005),35|10749
5838,Eros (2004),18
5839,Not on the Lips (Pas sur la bouche) (2003),35|10749
5840,Electra Glide in Blue (1973),28|80
5841,"Una) Special Day, A (Giornata particolare (1977)",18|10752
5842,"L') Man Who Planted Trees, The (Homme qui plantait des arbres (1987)",16|18
5843,Tanguy (2001),35
5844,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),35
5845,The Little Girl Who Lives Down the Lane (1976),18|9648|53
5846,Ringu 0: Bâsudei (2000),18|27|53
5847,Brothers (Brødre) (2004),18
5848,Maidens in Uniform (Mädchen in Uniform) (1931),18|10749
5849,With Six You Get Eggroll (1968),35|10749
5850,Holiday (Jour de fête) (1949),35
5851,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),18|10752
5852,"Le) Trip to the Moon, A (Voyage dans la lune (1902)",28|12|14
5853,The (Voskhozhdeniye) Ascent (1977),18|10752
5854,Carrie (2002),18|27|53
5855,Boccaccio '70 (1962),35|14|10749
5856,The Hitchhiker's Guide to the Galaxy (2005),12|35
5857,The Amityville Horror (2005),27|53
5858,Mutant Aliens (2001),16|35
5859,Before the Fall (NaPolA - Elite für den Führer) (2004),18|10752
5860,The Frisco Kid (1979),35|37
5861,State Property 2 (2005),28|80|18
5862,Palindromes (2004),12|35|18
5863,A Lot Like Love (2005),35|18|10749
5864,King's Ransom (2005),35|80
5865,Enron: The Smartest Guys in the Room (2005),99
5866,xXx: State of the Union (2005),28|80|53
5867,Kingdom of Heaven (2005),28|18|10749|10752
5868,House of Wax (2005),27|53
5869,Crash (2004),80|18
5870,Mysterious Skin (2004),18|9648
5871,Mischief (1985),35|10749
5872,Between Your Legs (Entre las piernas) (1999),18|9648|10749|53
5873,San Francisco (1936),18|10749
5874,Vampire Hunter D (1985),16|14|27
5875,A (a.k.a. Sequins) (Brodeuses) Common Thread (2004),18|10749
5876,The Cocoanuts (1929),35
5877,Dear Wendy (2005),18
5878,Los Angeles Plays Itself (2003),99
5879,Unleashed (Danny the Dog) (2005),28|80|18|53
5880,Star Wars: Episode III - Revenge of the Sith (2005),28|12
5881,Kicking & Screaming (2005),35
5882,Monster-in-Law (2005),35|10749
5883,The Snow Walker (2003),12|18
5884,Divorce - Italian Style (Divorzio all'italiana) (1961),35
5885,Madagascar (2005),12|16|35
5886,Airborne (1993),12|35
5887,Mad Hot Ballroom (2005),99
5888,Dominion: Prequel to the Exorcist (2005),27|53
5889,The Longest Yard (2005),35|18
5890,Saving Face (2004),35|18|10749
5891,Cinderella Man (2005),18|10749
5892,The Sisterhood of the Traveling Pants (2005),12|35|18
5893,Lords of Dogtown (2005),28|35|18
5894,Rock School (2005),99
5895,Mr. & Mrs. Smith (2005),28|12|35|10749
5896,The Adventures of Sharkboy and Lavagirl 3-D (2005),28|12|14
5897,High Tension (Haute tension) (Switchblade Romance) (2003),27|53
5898,It's All Gone Pete Tong (2004),35|18
5899,Eddie Izzard: Dress to Kill (1999),35
5900,Quo Vadis (1951),18|10749
5901,Batman Begins (2005),28|80
5902,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),28|12|14
5903,The Perfect Man (2005),35|18|10749
5904,Saint Ralph (2004),35|18
5905,Herbie: Fully Loaded (2005),12|35|10749
5906,Land of the Dead (2005),28|27|53
5907,Bewitched (2005),35|14|10749
5908,Rize (2005),99
5909,Me and You and Everyone We Know (2005),35|18
5910,The (Crimen Ferpecto) (Ferpect Crime) Perfect Crime (2004),35|80|53
5911,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),27
5912,The (Die Fetten Jahre sind vorbei) Edukators (2004),35|80|18|10749
5913,Cop and ½ (1993),35
5914,At the Circus (1939),35
5915,War of the Worlds (2005),28|12|53
5916,La) March of the Penguins (Marche de l'empereur (2005),99
5917,Rebound (2005),35
5918,Dark Water (2005),18|27|53
5919,"De) Beat That My Heart Skipped, The (battre mon coeur s'est arrêté (2005)",18
5920,Fantastic Four (2005),28|12
5921,Murderball (2005),99
5922,Wedding Crashers (2005),35|10749
5923,Happy Endings (2005),35|18
5924,Hustle & Flow (2005),80|18
5925,Hardware (1990),28|27
5926,The Calcium Kid (2004),35
5927,The Island (2005),28|53
5928,Bad News Bears (2005),35
5929,The Devil's Rejects (2005),28|80|27
5930,Last Days (2005),18
5931,November (2004),18|9648
5932,Sky High (2005),28|12|35
5933,Stealth (2005),28|12|53
5934,Must Love Dogs (2005),35|10749
5935,The Aristocrats (2005),35|99
5936,Georgy Girl (1966),35
5937,The Order (2001),28|12|18|53
5938,Serenity (2005),28|12
5939,Broken Flowers (2005),35|18
5940,Miracles - Mr. Canton and Lady Rose (1989),28|35|80|18
5941,The Dukes of Hazzard (2005),28|12|35
5942,The Chumscrubber (2005),35|18
5943,Junebug (2005),35|18
5944,Deuce Bigalow: European Gigolo (2005),35
5945,The Skeleton Key (2005),18|27|9648|53
5946,Four Brothers (2005),28|80|18
5947,The Great Raid (2005),28|18|10752
5948,Pretty Persuasion (2005),35|18
5949,Grizzly Man (2005),99
5950,Private Resort (1985),35
5951,Pusher II: With Blood on My Hands (2004),28|80|18|53
5952,Duma (2005),12|18
5953,Animal Farm (1954),16|18
5954,The Teahouse of the August Moon (1956),35
5955,The 40-Year-Old Virgin (2005),35|10749
5956,Red Eye (2005),27|53
5957,Hidden (a.k.a. Cache) (Caché) (2005),18|9648|53
5958,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),12|35|14
5959,Kin-Dza-Dza! (1986),35|18
5960,Valiant (2005),12|16|35|14|10752
5961,The Brothers Grimm (2005),35|14|27|53
5962,The Baxter (2005),35|18|10749
5963,The Cave (2005),28|12|27|9648|53
5964,The Constant Gardener (2005),18|53
5965,Transporter 2 (2005),28|80|53
5966,Just Like Heaven (2005),35|14|10749
5967,Proof (2005),18
5968,Lord of War (2005),28|80|18|53|10752
5969,Cry_Wolf (a.k.a. Cry Wolf) (2005),18|27|9648|53
5970,Everything Is Illuminated (2005),35|18
5971,Thumbsucker (2005),35|18
5972,Family Guy Presents Stewie Griffin: The Untold Story (2005),12|16|35
5973,Police Story 2 (Ging chaat goo si juk jaap) (1988),28|35|80|53
5974,New Police Story (Xin jing cha gu shi) (2004),28|80|18
5975,Go West (1940),35|37
5976,Why We Fight (2005),99
5977,Doom (2005),28|27
