movieId,title,actors,director,release_date,summary,duration,genre_id
182,"Before the Rain (Pred dozhdot) (1994)","Marina Zudina, Fay Ripley, Evan Richards, Igor Volkov, Sergei Karlenkov","Anthony Waller",1995-09-15,"Billy is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working on a film directed by her sister's boyfriend, Andy, Billy finds herself trapped in the studio one night and is horrified to see a snuff film being made. Billy escapes and, with the help of her sister, Kate, alerts authorities about what she saw. Unfortunately, in doing so, she makes an enemy of the Russian mafia, who funded the snuff film.",95,18
183,"Before Sunrise (1995)","Elina Löwensohn, Suzy Amis, Galaxy Craze, Martin Donovan, Peter Fonda","Michael Almereyda",1995-09-01,"In a contemporary New York City, members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction.",93,18
184,"Billy Madison (1995)","Sandra Bullock, Jeremy Northam, Dennis Miller, Wendy Gazelle, Diane Baker","Irwin Winkler",1995-07-28,"Angela Bennett is a freelance computer systems analyst who tracks down software viruses. At night she hooks up to the internet and chats to others 'surfing the net'. While de-bugging a new high-tech game for a cyber friend, she comes across a top secret program and becomes the target of a mysterious organization who will stop at nothing to erase her identity and her existence, in order to protect the project.",114,18
185,"The Babysitter (1995)","Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack, Jeff Goldblum","Chris Columbus",1995-07-12,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",103,14
186,"Boys on the Side (1995)","Parker Posey, Guillermo Díaz, Liev Schreiber, Omar Townsend, Anthony DeSando","Daisy von Scherler Mayer",1995-06-09,"Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job at her library so that Mary can repay her. Initially, Mary finds the job as a clerk boring and stifling, and prefers to get to know a street food vendor whom she likes. However, Mary must refocus her life once she loses her job and apartment.",94,18
187,"The Cure (1995)","Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz, Viggo Mortensen","Gregory Widen",1995-08-05,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.",98,18
188,"Castle Freak (1995)","Mia Farrow, Scott Glenn, Mary-Louise Parker, Tony Goldwyn, Stephen Dorff","Norman René",1995-11-17,"On Christmas Eve, a relentlessly cheerful woman escapes from the killers hired by her husband, and embarks on a series of strange encounters.",91,14
189,"Circle of Friends (1995)","Julianne Moore, Xander Berkeley, Dean Norris, Julie Burgess, Ronnie Farer","Todd Haynes",1995-06-23,"Carol White, a Los Angeles housewife in the late 1980s, comes down with a debilitating illness with no clear diagnosis.",119,18
190,"Clerks (1994)","Demi Moore, Gary Oldman, Robert Duvall, Lisa Andoh, Edward Hardwicke","Roland Joffé",1995-10-13,"Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.",135,18
192,"Disclosure (1994)","Elizabeth Berkley, Kyle MacLachlan, Gina Gershon, Glenn Plummer, Robert Davi","Paul Verhoeven",1995-09-22,"Fresh to Las Vegas with no connections, Nomi Malone takes a job as an exotic dancer. Her talents are quickly noticed by Cristal, a headlining dancer who senses an opportunity to bolster her own act. But Nomi won’t play second fiddle and soon begins her venomous path to the top, ruthlessly backstabbing anyone who gets in her way.",131,18
193,"Drop Zone (1994)","Harvey Keitel, William Hurt, Stockard Channing, Harold Perrineau, Forest Whitaker","Wayne Wang",1995-06-09,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.",112,18
194,"Destiny Turns on the Radio (1995)","Julia Roberts, Dennis Quaid, Robert Duvall, Gena Rowlands, Kyra Sedgwick","Lasse Hallström",1995-08-04,"Grace King Bichon, who is managing her father's riding-stable, discovers that her husband Eddie is deceiving her with another woman. After confronting him in the middle of the night on the streets of their small home town, she decides to stay at her sister Emma Rae's house for a while to make up her mind. Breaking out of her everyday life, she starts to question the authority of everyone.",106,18
195,"Death and the Maiden (1994)","Natasha Henstridge, Ben Kingsley, Michael Madsen, Marg Helgenberger, Alfred Molina","Roger Donaldson",1995-07-07,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",108,18
197,"Dumb & Dumber (Dumb and Dumber) (1994)","Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore, Michael Wincott","Kathryn Bigelow",1995-10-13,"Former policeman Lenny Nero has moved into a more lucrative trade: the illegal sale of virtual reality-like recordings that allow users to experience the emotions and past experiences of others. While they typically contain tawdry incidents, Nero is shocked when he receives one showing a murder.",145,18
198,"Eat Drink Man Woman (Yin shi nan nu) (1994)","Catherine Deneuve, Nino Castelnuovo, Anne Vernon, Mireille Perrey, Marc Michel","Jacques Demy",1964-02-19,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",92,18
200,"Exit to Eden (1994)","Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello, David Marshall Grant, Jay O. Sanders","Martha Coolidge",1995-10-27,"While Jane Holman is driving with her two sons, she accidentally runs into a drifter, Jack McCloud, who breaks his leg. Being responsible, Jane invites Jack, and his dog, to stay at her home until his leg has healed. Jack struggles to adapt their lifestyle, and finds himself loved by the family.",115,18
201,"Ed Wood (1994)","Leonardo DiCaprio, David Thewlis, Romane Bohringer, Dominique Blanc, Nita Klein","Agnieszka Holland",1995-11-03,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.",111,18
202,"French Kiss (1995)","Patrick Swayze, Wesley Snipes, John Leguizamo, Stockard Channing, Blythe Danner","Beeban Kidron",1995-09-08,"Manhattan drag queens Vida Boheme and Noxeema Jackson impress regional judges in competition, securing berths in the Nationals in Los Angeles. When the two meet pathetic drag novice Chi-Chi Rodriguez — one of the losers that evening — the charmed Vida and Noxeema agree to take the hopeless youngster under their joined wing. Soon the three set off on a madcap road trip across America and struggle to make it to Los Angeles in time.",109,18
203,"Forget Paris (1995)","Steven Seagal, Eric Bogosian, Katherine Heigl, Morris Chestnut, Everett McGill","Geoff Murphy",1995-07-13,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",99,18
204,"Far From Home: The Adventures of Yellow Dog (1995)","Andie MacDowell, John Turturro, Michael Richards, Maury Chaykin, Nathan Watt","Diane Keaton",1995-09-15,"Steven Lidz, unhappy with his home life since his mother became sick, moves in with his two eccentric uncles. As Steven grows closer to his uncles, he learns how to cope with his emotions and to value his own uniqueness.",93,99
205,"A Goofy Movie (1995)","Isaac Mizrahi, Sandra Bernhard, Naomi Campbell, John Galliano, Kate Moss","Douglas Keeve",1995-08-11,"Isaac Mizrahi, one of the most successful designers in high fashion, plans his fall 1994 collection.",73,18
206,"Hideaway (1995)","Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Angélica Aragón, Evangelina Elizondo","Alfonso Arau",1995-05-27,"World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.",103,18
207,"Fluke (1995)","Kevin Costner, Dennis Hopper, Jeanne Tripplehorn, Tina Majorino, R. D. Call","Kevin Reynolds",1995-07-28,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'—which is tattooed on Enola's back.",135,18
208,"Farinelli: il castrato (1994)","John Travolta, Harry Belafonte, Kelly Lynch, Margaret Avery, Tom Bower","Desmond Nakano",1995-12-01,"The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. Louis Pinnock is a white worker in a chocolate factory, loving husband and father of two children. While delivering a package for black CEO Thaddeus Thomas, he is mistaken for a voyeur and, as a result, loses his job, gets beaten by black cops and his family gets evicted from their home. Desperate Pinnock takes a gun and kidnaps Thomas, demanding justice.",89,18
209,"Gordy (1995)","Jeff Bridges, Ellen Barkin, John Hurt, Diane Lane, Keith Carradine","Walter Hill",1995-12-01,"Biopic about famous gunslinger Wild Bill Hickock. The early career of legendary lawman is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.",98,18
210,"Hoop Dreams (1994)","Albert Finney, Greta Scacchi, Matthew Modine, Julian Sands, Michael Gambon","Mike Figgis",1994-06-08,"Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British prep school. After nearly 20 years of service, he is being forced to retire for 'health reasons', and perhaps may not even be given a pension. The boys regard him as a Hitler, with some justification. His unfaithful wife Laura tries to hurt him in any way she can. Andrew must come to terms with his failed life and at least regain his own self-esteem.",97,18
211,"Heavenly Creatures (1994)","Daniel Stern, Jon Polito, Brad Sullivan, Ann Dowd, Anthony Heald","Greg Beeman",1995-08-04,"A inept courier realises he has been used by criminals to deliver money. On the run from both the criminals and police, he poses as a Scout leader and leads a scout group on a hike through the mountains.",90,99
212,"Houseguest (1994)","Nikita Mikhalkov, Oleg Menshikov, Ingeborga Dapkūnaitė, Vyacheslav Tikhonov, Nadezhda Mikhalkova","Nikita Mikhalkov",1994-05-01,"Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his dacha with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things change dramatically with the unheralded arrival of Cousin Dmitri from Moscow, who charms the women and little Nadia with his games and pianistic bravura. But Kotov isn't fooled: this is the time of Stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that Dmitri isn't paying a social call...",135,18
213,"Immortal Beloved (1994)","Katrin Cartlidge, Rade Šerbedžija, Grégoire Colin, Labina Mitevska, Phyllida Law","Milcho Manchevski",1994-06-09,"The circularity of violence seen in a story that circles on itself. In Macedonia, during the war in Bosnia, Christians hunt an ethnic Albanian girl who may have murdered one of their own. A young monk who's taken a vow of silence offers her protection. In London, a photographic editor who's pregnant needs to talk it out with her estranged husband and chooses a toney restaurant.",113,18
214,"Heavyweights (Heavy Weights) (1995)","Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl, Karl Bruckschwaiger","Richard Linklater",1995-01-27,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",101,18
215,"The Hunted (1995)","Adam Sandler, Bradley Whitford, Josh Mostel, Bridgette Wilson-Sampras, Darren McGavin","Tamra Davis",1995-02-10,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire, but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",90,18
216,"I.Q. (1994)","Alicia Silverstone, Jeremy London, J. T. Walsh, Nicky Katt, Lee Garlington","Guy Ferland",1995-10-17,"Jennifer (Alicia Silverstone) is a lovely teen who has been hired to baby-sit the kids of Harry Tucker (J.T. Walsh) and his wife, Dolly (Lee Garlington). The Tuckers go to a party and proceed to get inebriated, with Mr. Tucker fantasizing about his beautiful baby sitter. Meanwhile, Jack (Jeremy London), her boyfriend, and Mark (Nicky Katt), another guy interested in her, decide to spy on Jennifer at the Tucker house, with each young man also fixated on her.",90,18
217,"Interview with the Vampire: The Vampire Chronicles (1994)","Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore, Matthew McConaughey, James Remar","Herbert Ross",1995-02-03,"After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Jane's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.",115,18
218,"Jefferson in Paris (1995)","Joseph Mazzello, Brad Renfro, Annabella Sciorra, Diana Scarwid, Bruce Davison","Peter Horton",1995-04-21,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",97,10402
219,"The Jerky Boys (1995)","Jeffrey Combs, Barbara Crampton, Jonathan Fuller, Jessica Dollarhide, Massimo Sarchielli","Stuart Gordon",1996-04-20,"John Reilly discovers that his family's newly inherited castle in Italy is haunted by a relentless bloodthirsty creature.",90,10402
221,"Just Cause (1995)","Chris O'Donnell, Minnie Driver, Geraldine O'Rawe, Saffron Burrows, Alan Cumming","Pat O'Connor",1995-04-07,"Three girlhood friends now at college share first loves, first kisses and first betrayals. At the center of it all is the best-looking boy on campus. Can a self-conscious dreamer hook the biggest fish in the pond?",103,18
222,"A Kid in King Arthur's Court (1995)","Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer, Jason Mewes","Kevin Smith",1994-10-19,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",92,18
223,"Kiss of Death (1995)","Johnny Depp, Marlon Brando, Faye Dunaway, Géraldine Pailhas, Bob Dishy","Jeremy Leven",1994-10-12,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",97,18
224,"Star Wars: Episode IV - A New Hope (1977)","Michael Douglas, Demi Moore, Donald Sutherland, Dylan Baker, Jacqueline Kim","Barry Levinson",1994-12-09,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",128,99
226,"A Little Princess (1995)","Wesley Snipes, Gary Busey, Yancy Butler, Michael Jeter, Corin Nemec","John Badham",1994-12-08,"A daring prison break from an airliner at 30,000 feet leaves U.S. Marshal Pete Nessip mourning a brother and gunning for revenge. After being ordered to turn in his badge, he seeks out Jessie Crossman, a noted skydiver, and offers to sponsor her crew for the annual Independence Day parachuting show in Washington, D.C., if she trains him. Meanwhile, the mastermind behind the mid-air jailbreak is planning a daring computer theft on Independence Day.",101,18
227,"Ladybird Ladybird (1994)","Dylan McDermott, Nancy Travis, Quentin Tarantino, Jim Belushi, James Le Gros","Jack Baran",1995-04-28,"Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. As the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. Is it fate...or just Destiny?",103,18
228,"Like Water for Chocolate (Como agua para chocolate) (1992)","Sigourney Weaver, Ben Kingsley, Stuart Wilson, Krystia Mova, Jonathan Vega","Roman Polanski",1994-05-04,"A political activist is convinced that her guest is a man who once tortured her for the government.",103,18
229,"Legends of the Fall (1994)","Kathy Bates, Jennifer Jason Leigh, Judy Parfitt, Christopher Plummer, David Strathairn","Taylor Hackford",1995-03-24,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",132,18
230,"Major Payne (1995)","Jim Carrey, Jeff Daniels, Lauren Holly, Teri Garr, Charles Rocket","Peter Farrelly",1994-12-16,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",107,18
231,"My Crazy Life (Mi vida loca) (1993)","Lung Sihung, Yang Kuei-mei, Jacklyn Wu, Wang Yu-wen, Winston Chao","Ang Lee",1994-08-03,"Retired and widowed Chinese master chef Chu lives in modern day Taipei, with his three attractive daughters, all of whom are unattached. Soon, each daughter encounters a new man in their lives. When these new relationships blossom, stereotypes are broken and the living situation within the family changes.",123,18
232,"Love Affair (1994)","Bruce Greenwood, Mia Kirshner, Don McKellar, Sarah Polley, Victor Garber","Atom Egoyan",1994-09-29,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's female owner. Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives.",104,18
233,"Losing Isaiah (1995)","Dana Delany, Paul Mercurio, Rosie O'Donnell, Dan Aykroyd, Héctor Elizondo","Garry Marshall",1994-10-14,"Photographer Elliot Slater has inadvertently snapped the only existing photos of elusive jewel thief Omar. When Elliot leaves for a private vacation on an S&M island, he is followed by Omar, Omar's partner, Nina, and undercover police officers Fred and Sheila. Unaware of the number of people chasing him, Elliot enjoys his stay at the resort, and finds himself falling in love with head dominatrix Lisa.",114,18
234,"The Madness of King George (1994)","Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones","Tim Burton",1994-09-28,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",127,99
235,"Mary Shelley's Frankenstein (Frankenstein) (1994)","Meg Ryan, Kevin Kline, Timothy Hutton, Jean Reno, Adam Brooks","Lawrence Kasdan",1995-05-05,"After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.",111,18
236,"Man of the House (1995)","Billy Crystal, Debra Winger, Joe Mantegna, Cynthia Stevenson, Richard Masur","Billy Crystal",1995-05-19,"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in love, but their relationship goes through many difficult patches.",101,10751
237,"Mixed Nuts (1994)","Mimi Rogers, Jesse Bradford, Bruce Davison, Tom Bower, Joel Palmer","Phillip Borsos",1995-01-13,"Teenager Angus adopts a stray dog and names him Yellow. Several days later, while travelling along the coast of British Columbia with Angus's father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.",81,18
238,"Milk Money (1994)","Bill Farmer, Jason Marsden, Rob Paulsen, Jim Cummings, Kellie Martin","Kevin Lima",1995-04-07,"An endearing modern-day story about how the lovable Goof bonds with his teenage son Max on a hilarious cross-country road trip. En route to the ol' fishing hole, they find themselves up to their floppy ears in misadventure!",78,99
239,"Miracle on 34th Street (1994)","Jeff Goldblum, Christine Lahti, Alicia Silverstone, Jeremy Sisto, Alfred Molina","Brett Leonard",1995-03-03,"Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nyebern, manages to revive Hatch after two lifeless hours. But Hatch does not come back unchanged. He begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer.",103,18
240,"Miami Rhapsody (1995)","Matthew Modine, Nancy Travis, Eric Stoltz, Max Pomeranc, Ron Perlman","Carlo Carlei",1995-06-02,"Workaholic Thomas Johnson dies in an auto accident and reincarnates as a dog. Remembering some of his previous being, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, his memories return, and Thomas realizes he wasn't such a good husband and father.",96,18
241,"My Family (1995)","Stefano Dionisi, Enrico Lo Verso, Elsa Zylberstein, Jeroen Krabbé, Caroline Cellier","Gérard Corbiau",1994-12-01,"The life and career of Italian opera singer Farinelli, considered one of the greatest castrato singers of all time.",111,53
242,"Murder in the First (1995)","Doug Stone, Kristy Young, James Donadio, Deborah Hobart, Tom Lester","Mark Lewis",1995-05-12,"A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.",90,53
245,"New Jersey Drive (1995)","William Gates, Arthur Agee, Gene Pingatore, Steve James, Dick Vitale","Steve James",1994-09-12,"Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years.",174,18
246,"New York Cop (Nyû Yôku no koppu) (1993)","Melanie Lynskey, Kate Winslet, Sarah Peirse, Diana Kent, Clive Merrison","Peter Jackson",1994-09-12,"Precocious teenager Juliet moves to New Zealand with her family and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. This friendship gradually develops into an intense and obsessive bond.",109,10751
247,"Beyond Bedlam (1993)","Sinbad, Phil Hartman, Jeffrey Jones, Kim Greist, Stan Shaw","Randall Miller",1995-01-06,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.",109,53
248,"Nina Takes a Lover (1994)","Gary Oldman, Jeroen Krabbé, Isabella Rossellini, Johanna ter Steege, Marco Hofschneider","Bernard Rose",1994-12-16,"A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.",121,18
249,"Natural Born Killers (1994)","Tom McGowan, Aaron Schwartz, Shaun Weiss, Tom Hodges, Leah Lail","Steven Brill",1995-02-17,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",97,18
250,"Only You (1994)","Christopher Lambert, John Lone, Joan Chen, Yoshio Harada, Yoko Shimada","J.F. Lawton",1995-02-24,"Paul Racine, a high-powered American business executive in Japan, is catapulted into a maze of danger and intrigue after he and his sexy companion are the targets of assassins hired by the ruthless Kinjo.  To survive, Racine must join forces with a powerful samurai and together they will fight the force of evil in an awesome battle rooted in centuries of brutal conflict.",110,18
251,"Once Were Warriors (1994)","Tim Robbins, Meg Ryan, Walter Matthau, Lou Jacobi, Gene Saks","Fred Schepisi",1994-12-24,"Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.",100,10402
252,"Poison Ivy II (1996)","Tom Cruise, Brad Pitt, Antonio Banderas, Christian Slater, Stephen Rea","Neil Jordan",1994-11-11,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",123,18
253,"Outbreak (1995)","Nick Nolte, Greta Scacchi, Thandiwe Newton, Gwyneth Paltrow, Jean-Pierre Aumont","James Ivory",1995-03-31,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.",139,18
254,"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)","John G. Brennan, Kamal Ahmed, Alan Arkin, William Hickey, Vincent Pastore","James Melkonian",1995-02-03,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",82,18
255,"The Perez Family (1995)","Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Frank Langella, Pamela Reed","Ivan Reitman",1994-11-22,"A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months – hardly expecting to face the prospect of giving birth.",110,18
256,"A Pyromaniac's Love Story (1995)","Sean Connery, Laurence Fishburne, Blair Underwood, Kate Capshaw, Ruby Dee","Arne Glimcher",1995-02-17,"A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.",102,18
257,"Pulp Fiction (1994)","Thomas Ian Nicholas, Joss Ackland, Art Malik, Daniel Craig, Kate Winslet","Michael Gottlieb",1995-08-11,"A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?",89,18
258,"Pushing Hands (Tui shou) (1992)","David Caruso, Nicolas Cage, Samuel L. Jackson, Helen Hunt, Kathryn Erbe","Barbet Schroeder",1995-04-21,"Jimmy Kilmartin's an ex-con who's trying to go straight. But he can't say no to a quick driving job because his so-called friend's life is threatened. The job is for Little Junior Brown, a violent and powerful villain. When things go wrong, Jimmy is left to do the time, and his whole life is turned upside-down, but if that wasn't enough, the cops won't leave Jimmy alone when he gets out... They want Little Junior Brown.",101,18
259,"Priest (1994)","Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness","George Lucas",1977-05-25,"Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.",121,18
260,"Quiz Show (1994)","Winona Ryder, Trini Alvarado, Samantha Mathis, Kirsten Dunst, Claire Danes","Gillian Armstrong",1994-12-21,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",119,18
261,"Picture Bride (Bijo photo) (1994)","Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer, Vanessa Lee Chester","Alfonso Cuarón",1995-05-10,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.",97,18
262,"La) Queen Margot (Reine Margot (1994)","Crissy Rock, Vladimir Vega, Sandie Lavelle, Mauricio Venegas, Ray Winstone","Ken Loach",1994-02-18,"Maggie has had four children, by four different fathers, removed by social services because of a previous violent relationship. When she meets Jorge, a gentle Latin American refugee, she gradually sees her chance for happiness, but her history still haunts her.",101,10751
264,"Roommates (1995)","Lumi Cavazos, Regina Torné, Ada Carrasco, Marco Leonardi, Mario Iván Martínez","Alfonso Arau",1992-04-16,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",105,18
